_id.lang,_id.totalViews,value
"id",-11.0,"AKB48"
"id",-10.0,"1_Januari"
"id",-9.0,"Agnes_Monica"
"id",-8.0,"Adam"
"id",-7.0,"Ahlul_Bait"
"id",-6.0,"1991"
"id",-5.0,"Abu_Sufyan"
"id",-4.0,"%27Arsy"
"id",-3.0,"/index.php"
"id",-2.0,"/rif"
"id",-1.0,"!!!"
"ie",-4.0,"Principal_p%C3%A1gine"
"ie",-3.0,"Decembre"
"ie",-2.0,"Berlin"
"ie",-1.0,"11_marte"
"ig",-103.0,"ig"
"ig",-4.0,"Ih%C3%BC_Mbu"
"ig",-3.0,"December"
"ig",-2.0,"%C3%96nwa_Ishi%C3%AD_27"
"ig",-1.0,"%C3%81yow%E1%BA%A1"
"ii",-1.0,"%E9%A6%96%E9%A1%B5"
"ik",-4.0,"Makpi%C4%A1aaq_Kanna"
"ik",-2.0,"Nanuq"
"ik",-1.0,"Akimiaq_mal%C4%A1uk"
"ilo",-3.0,"1929"
"ilo",-2.0,"2012"
"ilo",-1.0,"1452"
"incubator",-173.0,"W/www"
"incubator",-3.0,"User"
"incubator",-2.0,"W/en///en.m.wikipedia.org/wiki/21_(2008_film)"
"incubator",-1.0,"Main_Page"
"io",-13.0,"io"
"io",-8.0,"Frontispico"
"io",-4.0,"Slocomb,_Alabama"
"io",-3.0,"%C3%96stra_Husby"
"io",-2.0,"10_di_decembro"
"io",-1.0,"%C3%89lie_Ducommun"
"is",-38.0,"is"
"is",-27.0,"N%C3%BA_%C3%A1ri%C3%B0_er_li%C3%B0i%C3%B0_%C3%AD_aldanna_skaut"
"is",-11.0,"Fors%C3%AD%C3%B0a"
"is",-8.0,"Kim_Jong-il"
"is",-7.0,"Trompet"
"is",-5.0,"Landb%C3%BAna%C3%B0arh%C3%A1sk%C3%B3linn_a%C3%B0_%C3%81si"
"is",-4.0,"%C3%81ram%C3%B3t"
"is",-3.0,"2012"
"is",-2.0,"%C3%81g%C3%BAst"
"is",-1.0,"%25"
"it",-57212.0,"it"
"it",-21270.0,"Pagina_principale"
"it",-4130.0,"Pooh"
"it",-3200.0,"Capodanno"
"it",-1677.0,"Antonello_Venditti"
"it",-1568.0,"Roby_Facchinetti"
"it",-1524.0,"Irene_Grandi"
"it",-927.0,"2012"
"it",-848.0,"Bobby_Darin"
"it",-697.0,"Dodi_Battaglia"
"it",-669.0,"Red_Canzian"
"it",-607.0,"Profezie_sul_21_dicembre_2012"
"it",-576.0,"The_Ritchie_Family"
"it",-559.0,"Little_Tony"
"it",-536.0,"Discografia_dei_Pooh"
"it",-478.0,"Barbara_d%27Urso"
"it",-456.0,"Gli_uccelli"
"it",-409.0,"S%C3%A1t%C3%A1ntang%C3%B3"
"it",-401.0,"Don%27t_Let_Me_Be_Misunderstood"
"it",-390.0,"Windex.php"
"it",-374.0,"Stefano_D%27Orazio"
"it",-342.0,"Gipsy_Kings"
"it",-332.0,"Riccardo_Fogli"
"it",-326.0,"Fuochi_d%27artificio"
"it",-319.0,"Sandra_Dee"
"it",-310.0,"Leroy_Gomez"
"it",-305.0,"Alvaro_Vitali"
"it",-300.0,"Lindsay_Lohan"
"it",-298.0,"Carlo_Conti_(conduttore_televisivo)"
"it",-294.0,"Pierino_contro_tutti"
"it",-278.0,"Baciati_dalla_sfortuna"
"it",-272.0,"Courmayeur"
"it",-229.0,"Gabriel_Garko"
"it",-228.0,"Marco_Borriello"
"it",-224.0,"2011"
"it",-215.0,"Ugo_Fantozzi"
"it",-210.0,"Capodanno_cinese"
"it",-209.0,"Santa_Esmeralda"
"it",-205.0,"Luigi_Maria_Verz%C3%A9"
"it",-199.0,"Paolo_Villaggio"
"it",-181.0,"Michel_Tel%C3%B3"
"it",-171.0,"Capodanno_a_New_York"
"it",-159.0,"Leopoldo_Mastelloni"
"it",-156.0,"Beyond_the_Sea"
"it",-155.0,"Francesco_Facchinetti"
"it",-154.0,"Anna_Mazzamauro"
"it",-150.0,"Tippi_Hedren"
"it",-148.0,"Burlesque"
"it",-141.0,"Valeria_Golino"
"it",-137.0,"Village_People"
"it",-134.0,"Anno_bisestile"
"it",-130.0,"Fantozzi_in_paradiso"
"it",-128.0,"Italia"
"it",-124.0,"Fine_del_mondo"
"it",-123.0,"Claudio_Baglioni"
"it",-122.0,"Giorgio_Napolitano"
"it",-121.0,"Adriano_Celentano"
"it",-120.0,"Calendario_maya"
"it",-118.0,"1%C2%BA_gennaio"
"it",-117.0,"21_dicembre_2012"
"it",-115.0,"Chris_Pine"
"it",-114.0,"Michela_Miti"
"it",-111.0,"Alfred_Hitchcock"
"it",-109.0,"Hot_Shots!"
"it",-108.0,"Los_Locos"
"it",-107.0,"Kevin_Spacey"
"it",-104.0,"Facebook"
"it",-102.0,"Bruci_la_citt%C3%A0"
"it",-101.0,"Gianni_Morandi"
"it",-100.0,"Alessia_Marcuzzi"
"it",-98.0,"Lorica_manica"
"it",-97.0,"Astrologia_cinese"
"it",-95.0,"Maya"
"it",-94.0,"Amy_Winehouse"
"it",-92.0,"Fantozzi"
"it",-90.0,"Adriana_Lima"
"it",-89.0,"Calendario_cinese"
"it",-88.0,"Adele_(cantante)"
"it",-86.0,"Vasco_Rossi"
"it",-85.0,"Drago_(zodiaco_cinese)"
"it",-83.0,"Fuso_orario"
"it",-82.0,"Edoardo_Bennato"
"it",-81.0,"Charlie_Sheen"
"it",-80.0,"Amici_di_Maria_De_Filippi"
"it",-78.0,"La_pelle_nera"
"it",-77.0,"Liza_Minnelli"
"it",-75.0,"Lady_Gaga"
"it",-74.0,"Anno_uno_(film_2009)"
"it",-73.0,"Non_pensarci"
"it",-72.0,"Anna_Marchesini"
"it",-71.0,"Lionel_Messi"
"it",-70.0,"Herbie_-_Il_super_Maggiolino"
"it",-69.0,"Antonino_(cantante)"
"it",-68.0,"Avatar_(film_2009)"
"it",-67.0,"Mariangela_Fantozzi"
"it",-65.0,"Eduardo_Vargas"
"it",-64.0,"200_Cigarettes"
"it",-63.0,"Baghdad"
"it",-62.0,"Cristina_Moffa"
"it",-61.0,"Fantozzi_-_Il_ritorno"
"it",-60.0,"Beyond_the_Sea_(Bobby_Darin)"
"it",-59.0,"Auld_Lang_Syne"
"it",-58.0,"Bel%C3%A9n_Rodr%C3%ADguez"
"it",-57.0,"Alberto_Gilardino"
"it",-56.0,"Massimo_Lopez"
"it",-55.0,"Cotechino"
"it",-54.0,"Gianna_Nannini"
"it",-53.0,"Bob_Marley"
"it",-52.0,"Melanie_Griffith"
"it",-51.0,"I_Robinson"
"it",-50.0,"Gigi_Reder"
"it",-49.0,"2012_(film)"
"it",-48.0,"Australia"
"it",-47.0,"8_donne_e_un_mistero"
"it",-46.0,"Christian_De_Sica"
"it",-45.0,"Anna_Nicole_Smith"
"it",-44.0,"Ad_maiora"
"it",-43.0,"Annalisa_Scarrone"
"it",-42.0,"Barry_White"
"it",-41.0,"Fantozzi_2000_-_La_clonazione"
"it",-40.0,"B%C3%A9la_Tarr"
"it",-39.0,"2013"
"it",-38.0,"Anno"
"it",-37.0,"Disco_Inferno"
"it",-36.0,"Bangladesh"
"it",-35.0,"Harry_Potter"
"it",-34.0,"Dr._House_-_Medical_Division"
"it",-33.0,"2010"
"it",-32.0,"American_Pie_(film)"
"it",-31.0,"21_dicembre"
"it",-30.0,"AC/DC"
"it",-29.0,"ABBA"
"it",-28.0,"Beyonc%C3%A9_Knowles"
"it",-27.0,"Associazione_Calcio_Milan"
"it",-26.0,"Alberto_Camerini"
"it",-25.0,"Alessandra_Facchinetti"
"it",-24.0,"Assassin%27s_Creed"
"it",-23.0,"Albania"
"it",-22.0,"31_dicembre"
"it",-21.0,"Amici_miei"
"it",-20.0,"Alessandro_Manzoni"
"it",-19.0,"Aborigeni_taiwanesi"
"it",-18.0,"2012._La_fine_del_mondo%3F"
"it",-17.0,"45_a.C."
"it",-16.0,"12_(numero)"
"it",-15.0,"Adam_Sandler"
"it",-14.0,"1999"
"it",-13.0,"1991"
"it",-12.0,"2000"
"it",-11.0,"1971"
"it",-10.0,"%C3%84quivalenz_von_Masse_und_Energie"
"it",-9.0,"1963"
"it",-8.0,"1976"
"it",-7.0,"1992"
"it",-6.0,"%C3%89dith_Piaf"
"it",-5.0,"%27Ndrangheta"
"it",-4.0,"%27Ndrina"
"it",-3.0,"%22Weird_Al%22_Yankovic"
"it",-2.0,"%25D4%25BD"
"it",-1.0,"!!!"
"iu",-6.0,"%E1%90%8A%E1%92%A5%E1%96%85"
"iu",-3.0,"%E1%91%8E%E1%93%AF%E1%92%BB%E1%90%B3%E1%95%86"
"iu",-2.0,"%E1%90%85%E1%93%B1%E1%92%83"
"iu",-1.0,"%E1%90%83%E1%92%A5%E1%90%8A%E1%93%97%E1%92%83%E1%91%95%E1%90%83%E1%93%95%E1%92%AA%E1%93%82%E1%95%90%E1%92%A7%E1%91%A6_%E1%90%83%E1%91%B2%E1%94%AA%E1%96%83%E1%91%8E%E1%92%8C%E1%92%A1%E1%95%95%E1%92%83/imialuktailimanirmut_ikajuqatigiigvik"
"ja",-148175.0,"ja"
"ja",-8005.0,"%E3%83%A1%E3%82%A4%E3%83%B3%E3%83%9A%E3%83%BC%E3%82%B8"
"ja",-4681.0,"%E5%B1%B1%E7%94%B0%E5%AD%9D%E4%B9%8B"
"ja",-2917.0,"%E5%88%9D%E5%A4%A2"
"ja",-1993.0,"%E5%B9%B3%E7%94%B0%E4%BF%A1"
"ja",-1666.0,"AV%E5%A5%B3%E5%84%AA%E4%B8%80%E8%A6%A7"
"ja",-1627.0,"%E7%8C%AA%E8%8B%97%E4%BB%A3%E6%B9%96%E3%82%BA"
"ja",-1624.0,"%E6%B8%A9%E6%B0%B4%E6%B4%8B%E4%B8%80"
"ja",-1321.0,"Chiho"
"ja",-1205.0,"%E3%83%AD%E3%83%B3%E3%83%89%E3%83%B3%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%83%83%E3%82%AF_(2012%E5%B9%B4)"
"ja",-1197.0,"%E3%83%AD%E3%83%B3%E3%83%89%E3%83%B3%E3%83%BB%E3%82%AA%E3%83%AA%E3%83%B3%E3%83%94%E3%83%83%E3%82%AF%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%A0"
"ja",-1185.0,"%E5%BE%A1%E7%AF%80%E6%96%99%E7%90%86"
"ja",-939.0,"%E5%8E%84%E5%B9%B4"
"ja",-904.0,"%E7%8F%AD%E7%9B%AE%E6%98%A5%E6%A8%B9"
"ja",-861.0,"%E6%9D%B1%E3%81%AE%E3%82%A8%E3%83%87%E3%83%B3"
"ja",-851.0,"009_RE%3ACYBORG"
"ja",-792.0,"%E5%B9%B3%E6%B8%85%E7%9B%9B"
"ja",-786.0,"%E3%81%95%E3%81%BE%E3%81%81%E3%80%9C%E3%81%9A"
"ja",-740.0,"%E5%85%A8%E6%97%A5%E6%9C%AC%E5%AE%9F%E6%A5%AD%E5%9B%A3%E5%AF%BE%E6%8A%97%E9%A7%85%E4%BC%9D%E7%AB%B6%E8%B5%B0%E5%A4%A7%E4%BC%9A"
"ja",-679.0,"%E3%82%B5%E3%82%A4%E3%83%9C%E3%83%BC%E3%82%B0009"
"ja",-629.0,"/bits.wikimedia.org/ja.wikipedia.org/load.php"
"ja",-599.0,"%E6%AD%A3%E6%9C%88"
"ja",-580.0,"%E3%83%96%E3%83%AD%E3%83%83%E3%82%AF%E3%83%BB%E3%83%AC%E3%82%B9%E3%83%8A%E3%83%BC"
"ja",-573.0,"%E4%BA%95%E4%B8%8A%E7%9C%9F%E5%A4%AE"
"ja",-557.0,"%E9%9B%91%E7%85%AE"
"ja",-549.0,"%E5%8E%9F%E5%AD%90%E5%8A%9B%E5%AE%89%E5%85%A8%E5%A7%94%E5%93%A1%E4%BC%9A"
"ja",-543.0,"NHK%E7%B4%85%E7%99%BD%E6%AD%8C%E5%90%88%E6%88%A6"
"ja",-539.0,"AKB48"
"ja",-515.0,"%E5%85%83%E6%B0%97%E3%81%A7%E3%81%99%E3%81%8B!!_%E5%A4%A7%E6%99%A6%E6%97%A5!!_2011"
"ja",-507.0,"%E3%83%AC%E3%82%B2%E3%82%A8"
"ja",-497.0,"%E8%BE%B0"
"ja",-491.0,"%E3%82%B5%E3%83%B3%E3%83%88%E3%83%BC%E3%83%AA%E3%82%AA%E3%83%BB%E3%82%B5%E3%83%B3%E3%83%88%E3%83%BC%E3%83%AA%E3%82%AA"
"ja",-474.0,"2012%E5%B9%B4%E4%BA%BA%E9%A1%9E%E6%BB%85%E4%BA%A1%E8%AA%AC"
"ja",-472.0,"%E5%88%9D%E8%A9%A3"
"ja",-468.0,"%E3%82%A2%E3%83%96%E3%83%80%E3%83%93"
"ja",-458.0,"%E6%A4%8E%E5%90%8D%E6%9E%97%E6%AA%8E"
"ja",-450.0,"%E3%82%AA%E3%82%A6%E3%83%A0%E7%9C%9F%E7%90%86%E6%95%99"
"ja",-426.0,"%E3%82%A8%E3%83%A1%E3%83%AA%E3%83%A4%E3%83%BC%E3%82%A8%E3%83%B3%E3%82%B3%E3%83%BB%E3%83%92%E3%83%A7%E3%83%BC%E3%83%89%E3%83%AB"
"ja",-405.0,"%E6%A2%85%E7%94%B0%E5%BD%A9%E4%BD%B3"
"ja",-402.0,"%E3%82%A2%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%95%E3%83%AC%E3%82%A4%E3%83%A0"
"ja",-392.0,"%E3%83%AC%E3%83%87%E3%82%A3%E3%83%BC%E3%83%BB%E3%82%AC%E3%82%AC"
"ja",-389.0,"SAYUKI"
"ja",-380.0,"%E5%B1%A0%E8%98%87"
"ja",-375.0,"1%E6%9C%881%E6%97%A5"
"ja",-371.0,"%E9%BA%BB%E5%8E%9F%E5%BD%B0%E6%99%83"
"ja",-370.0,"%E5%85%83%E6%97%A5"
"ja",-366.0,"%E5%A7%AB%E5%A7%8B%E3%82%81"
"ja",-365.0,"%E7%9F%B3%E4%BA%95%E6%85%A7"
"ja",-358.0,"%E9%AB%98%E6%A9%8B%E6%83%A0%E5%AD%90"
"ja",-354.0,"w/index.php"
"ja",-353.0,"%E5%B5%90_(%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97)"
"ja",-344.0,"%E5%B9%B2%E6%94%AF"
"ja",-341.0,"EXILE"
"ja",-337.0,"%E5%8A%A0%E8%97%A4%E7%B6%BE%E5%AD%90"
"ja",-334.0,"%E4%B8%8A%E6%88%B8%E5%BD%A9"
"ja",-329.0,"%E3%82%B8%E3%83%A7%E3%83%AB%E3%82%B8%E3%82%A7%E3%83%BB%E3%83%87%E3%83%BB%E3%82%A2%E3%83%A2%E3%83%AA%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%B3%E3%83%9D%E3%82%B9"
"ja",-328.0,"%E5%86%85%E5%B1%B1%E9%AB%98%E5%BF%97"
"ja",-317.0,"%E9%AB%98%E6%A9%8B%E7%9C%9F%E9%BA%BB"
"ja",-313.0,"%E5%B9%B4%E8%B3%80%E7%8A%B6"
"ja",-312.0,"KARA_(%E9%9F%B3%E6%A5%BD%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97)"
"ja",-311.0,"Hi-Hi"
"ja",-288.0,"%E5%86%85%E8%97%A4%E9%99%B3"
"ja",-278.0,"009RE%3ACYBORG"
"ja",-276.0,"%E5%90%89%E9%AB%98%E7%94%B1%E9%87%8C%E5%AD%90"
"ja",-274.0,"%E6%9D%BF%E9%87%8E%E5%8F%8B%E7%BE%8E"
"ja",-273.0,"%E7%B5%B6%E5%AF%BE%E3%81%AB%E7%AC%91%E3%81%A3%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%84%E7%A9%BA%E6%B8%AF24%E6%99%82"
"ja",-271.0,"%E3%81%8A%E3%81%BF%E3%81%8F%E3%81%98"
"ja",-269.0,"%E5%B9%B4%E8%B6%8A%E3%81%97%E8%95%8E%E9%BA%A6"
"ja",-265.0,"Search"
"ja",-264.0,"%E5%B0%91%E5%A5%B3%E6%99%82%E4%BB%A3_(%E9%9F%B3%E6%A5%BD%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97)"
"ja",-261.0,"2012%E5%B9%B4"
"ja",-259.0,"%E3%81%8A%E5%B9%B4%E7%8E%89"
"ja",-258.0,"%E7%9F%B3%E4%BA%95%E6%9C%8B%E5%BD%A6"
"ja",-256.0,"%E6%94%BB%E6%AE%BB%E6%A9%9F%E5%8B%95%E9%9A%8A"
"ja",-255.0,"%E5%8E%9F%E7%94%B0%E6%B3%B3%E5%B9%B8"
"ja",-253.0,"%E5%88%9D%E6%97%A5%E3%81%AE%E5%87%BA"
"ja",-250.0,"%E3%81%8F%E3%82%8A%E3%81%83%E3%82%80%E3%81%97%E3%81%A1%E3%82%85%E3%83%BC"
"ja",-249.0,"%E9%AB%98%E6%A9%8B%E5%85%8B%E4%B9%9F_(%E3%82%AA%E3%82%A6%E3%83%A0%E7%9C%9F%E7%90%86%E6%95%99)"
"ja",-239.0,"%E4%B8%89%E7%94%B0%E5%8F%8B%E6%A2%A8%E4%BD%B3"
"ja",-236.0,"%E6%A3%AE%E7%94%B0%E3%81%BE%E3%82%8A%E3%81%93"
"ja",-234.0,"%E3%83%95%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%AA%E3%83%BB%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89"
"ja",-233.0,"%E5%B1%B1%E7%94%B0%E9%A1%95%E7%BE%A9"
"ja",-225.0,"%E3%83%9E%E3%83%A4%E6%96%87%E6%98%8E"
"ja",-223.0,"%E5%B0%8F%E6%B3%89%E3%82%86%E3%81%86%E3%81%8B"
"ja",-222.0,"%E5%B9%B4%E7%94%B7%E3%83%BB%E5%B9%B4%E5%A5%B3"
"ja",-220.0,"%E5%90%89%E6%9C%AC%E8%88%88%E6%A5%AD%E6%89%80%E5%B1%9E%E3%82%BF%E3%83%AC%E3%83%B3%E3%83%88%E4%B8%80%E8%A6%A7"
"ja",-218.0,"%E6%9D%B1%E4%BA%AC%E7%AE%B1%E6%A0%B9%E9%96%93%E5%BE%80%E5%BE%A9%E5%A4%A7%E5%AD%A6%E9%A7%85%E4%BC%9D%E7%AB%B6%E8%B5%B0"
"ja",-216.0,"%E7%AC%AC62%E5%9B%9ENHK%E7%B4%85%E7%99%BD%E6%AD%8C%E5%90%88%E6%88%A6"
"ja",-215.0,"%E7%B4%B0%E9%87%8E%E6%82%9F"
"ja",-214.0,"%E3%83%8E%E3%83%AD%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9"
"ja",-213.0,"%E6%9D%B1%E6%B5%B7%E7%94%B1%E7%B4%80%E5%AD%90"
"ja",-208.0,"%E3%83%80%E3%82%A6%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E3%81%AE%E3%82%AC%E3%82%AD%E3%81%AE%E4%BD%BF%E3%81%84%E3%82%84%E3%81%82%E3%82%89%E3%81%B8%E3%82%93%E3%81%A7!!"
"ja",-207.0,"%E7%88%86%E7%AC%91%E5%95%8F%E9%A1%8C"
"ja",-206.0,"%E9%8F%A1%E9%A4%85"
"ja",-204.0,"%E5%9C%B0%E4%B8%8B%E9%89%84%E3%82%B5%E3%83%AA%E3%83%B3%E4%BA%8B%E4%BB%B6"
"ja",-199.0,"%E4%BB%8A%E4%BA%95%E6%AD%A3%E4%BA%BA"
"ja",-195.0,"%E3%82%AA%E3%82%A6%E3%83%A0%E7%9C%9F%E7%90%86%E6%95%99%E4%BA%8B%E4%BB%B6"
"ja",-194.0,"%E5%85%AC%E8%A8%B4%E6%99%82%E5%8A%B9"
"ja",-193.0,"%E6%B0%B4%E6%A8%B9%E5%A5%88%E3%80%85"
"ja",-192.0,"%E3%83%AD%E3%83%BC%E3%83%A9_(%E3%83%A2%E3%83%87%E3%83%AB)"
"ja",-185.0,"%E5%8C%96%E7%89%A9%E8%AA%9E"
"ja",-180.0,"%E4%BA%95%E5%B2%A1%E4%B8%80%E7%BF%94"
"ja",-178.0,"%E6%AB%BB%E4%BA%95%E7%BF%94"
"ja",-177.0,"%E6%AD%A6%E4%BA%95%E5%92%B2"
"ja",-176.0,"%E6%B1%A0%E4%B8%8A%E5%BD%B0"
"ja",-175.0,"%E4%B8%AD%E6%9D%91%E5%85%89%E5%AE%8F"
"ja",-174.0,"%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9%E3%83%86%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%BC%E3%82%BF"
"ja",-172.0,"%E5%90%8D%E5%A1%9A%E4%BD%B3%E7%B9%94"
"ja",-168.0,"%E5%AE%B6%E6%94%BF%E5%A9%A6%E3%81%AE%E3%83%9F%E3%82%BF"
"ja",-167.0,"%E4%B8%8A%E7%A5%90%E5%8F%B2%E6%B5%A9"
"ja",-166.0,"%E5%88%9D%E8%A9%A3!%E7%88%86%E7%AC%91%E3%83%92%E3%83%83%E3%83%88%E3%83%91%E3%83%AC%E3%83%BC%E3%83%89"
"ja",-165.0,"%E5%8E%B3%E5%B3%B6%E7%A5%9E%E7%A4%BE"
"ja",-164.0,"%E3%81%8C%E3%81%A3%E3%81%A1%E3%82%8A%E3%83%9E%E3%83%B3%E3%83%87%E3%83%BC!!"
"ja",-162.0,"%E3%83%89%E3%83%90%E3%82%A4"
"ja",-161.0,"%E4%BA%94%E5%8D%81%E5%B5%90%E5%BA%83%E8%A1%8C"
"ja",-160.0,"%E9%95%B7%E6%B8%95%E5%89%9B"
"ja",-159.0,"%E3%81%84%E3%81%8D%E3%82%82%E3%81%AE%E3%81%8C%E3%81%8B%E3%82%8A"
"ja",-158.0,"%E4%BC%8A%E9%81%94%E5%B7%BB"
"ja",-157.0,"%E3%83%81%E3%83%A7%E3%83%AD%E3%82%AE"
"ja",-155.0,"%E3%80%82"
"ja",-154.0,"%E5%AE%AE%E6%BE%A4%E4%BD%90%E6%B1%9F"
"ja",-153.0,"%E3%83%9B%E3%83%AB%E3%83%98%E3%83%BB%E3%82%BD%E3%83%AA%E3%82%B9"
"ja",-152.0,"%E8%A5%BF%E9%87%8E%E3%82%AB%E3%83%8A"
"ja",-151.0,"TAKE_MOON"
"ja",-150.0,"%E3%82%A2%E3%83%A9%E3%83%96%E9%A6%96%E9%95%B7%E5%9B%BD%E9%80%A3%E9%82%A6"
"ja",-148.0,"%E3%83%9A%E3%82%A4%E3%83%AD%E3%83%8B%E3%83%BC%E7%97%85"
"ja",-147.0,"%E3%82%B5%E3%83%B3%E3%83%9C%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC"
"ja",-146.0,"%E3%83%8F%E3%83%A9%E3%82%A4%E3%83%81"
"ja",-145.0,"%E4%B8%83%E7%A6%8F%E7%A5%9E"
"ja",-144.0,"%E5%B0%BE%E9%87%8E%E7%9C%9F%E5%8D%83%E5%AD%90"
"ja",-143.0,"%E3%81%91%E3%81%84%E3%81%8A%E3%82%93!"
"ja",-142.0,"%E5%8E%9F%E6%B2%99%E7%9F%A5%E7%B5%B5"
"ja",-141.0,"%E5%B9%B3%E6%88%90%E3%83%8E%E3%83%96%E3%82%B7%E3%82%B3%E3%83%96%E3%82%B7"
"ja",-140.0,"%E5%89%8D%E7%94%B0%E6%95%A6%E5%AD%90"
"ja",-139.0,"%E7%AC%91%E7%A6%8F%E4%BA%AD%E9%B6%B4%E7%93%B6"
"ja",-138.0,"%E5%A3%AC%E8%BE%B0"
"ja",-137.0,"%E5%B9%B3%E6%B8%85%E7%9B%9B_(NHK%E5%A4%A7%E6%B2%B3%E3%83%89%E3%83%A9%E3%83%9E)"
"ja",-135.0,"%E3%83%9C%E3%82%AF%E3%82%B7%E3%83%B3%E3%82%B0%E7%8F%BE%E7%8E%8B%E8%80%85%E4%B8%80%E8%A6%A7"
"ja",-134.0,"WORKING!!"
"ja",-132.0,"%E4%B8%89%E5%8F%88%E5%8F%88%E4%B8%89"
"ja",-131.0,"%E3%81%9F%E3%82%80%E3%82%89%E3%81%91%E3%82%93%E3%81%98"
"ja",-130.0,"%E5%B9%B3%E6%B0%8F"
"ja",-128.0,"%E3%81%8A%E3%82%81%E3%81%A7%E3%81%A8%E3%81%86"
"ja",-127.0,"%E5%A3%87%E3%83%8E%E6%B5%A6%E3%81%AE%E6%88%A6%E3%81%84"
"ja",-126.0,"%E3%82%B9%E3%83%AF%E3%83%AD%E3%83%95%E3%82%B9%E3%82%AD%E3%83%BC"
"ja",-125.0,"%E9%88%B4%E6%9C%A8%E7%A6%8F"
"ja",-123.0,"%E8%97%A4%E3%81%82%E3%82%84%E5%AD%90"
"ja",-121.0,"%E5%A4%A9%E6%BA%80%E5%AE%AE"
"ja",-120.0,"%E4%B8%89%E6%9D%91%E3%83%9E%E3%82%B5%E3%82%AB%E3%82%BA"
"ja",-119.0,"%E3%82%AA%E3%82%BA%E3%83%AF%E3%83%AB%E3%83%89%E3%83%BB%E3%82%AA%E3%83%AA%E3%83%B4%E3%82%A7%E3%82%A4%E3%83%A9"
"ja",-118.0,"%E6%80%A7%E8%A1%8C%E7%82%BA"
"ja",-117.0,"%E6%9D%B1%E6%80%A5%E3%82%B8%E3%83%AB%E3%83%99%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%B3%E3%83%B3%E3%82%B5%E3%83%BC%E3%83%88"
"ja",-116.0,"%E3%82%A6%E3%82%A3%E3%82%AD%E3%83%9A%E3%83%87%E3%82%A3%E3%82%A2"
"ja",-115.0,"%E3%82%B5%E3%82%B0%E3%83%A9%E3%83%80%E3%83%BB%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%82%A2"
"ja",-114.0,"%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC%E6%97%A5%E6%9C%AC%E5%A5%B3%E5%AD%90%E4%BB%A3%E8%A1%A8"
"ja",-113.0,"%E7%A7%8B%E5%B1%B1%E7%9C%9F%E4%B9%8B"
"ja",-112.0,"%E3%82%B5%E3%82%A6%E3%82%B5%E3%83%B3%E3%83%97%E3%83%88%E3%83%B3FC"
"ja",-111.0,"%E3%82%B8%E3%83%A3%E3%83%8B%E3%83%BC%E3%82%BA%E4%BA%8B%E5%8B%99%E6%89%80"
"ja",-110.0,"%E3%82%AB%E3%83%BC%E3%83%8D%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3_(%E6%9C%9D%E3%83%89%E3%83%A9)"
"ja",-109.0,"%E5%83%95%E3%81%AF%E5%8F%8B%E9%81%94%E3%81%8C%E5%B0%91%E3%81%AA%E3%81%84"
"ja",-108.0,"%E5%9D%82%E6%9C%AC%E5%86%AC%E7%BE%8E"
"ja",-107.0,"%E4%BC%8D%E4%BB%A3%E5%A4%8F%E5%AD%90"
"ja",-106.0,"%E5%89%B5%E4%BE%A1%E5%AD%A6%E4%BC%9A"
"ja",-105.0,"%E3%81%B2%E3%81%A4%E3%81%98%E3%81%AE%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%B3"
"ja",-104.0,"%E9%99%B0%E6%A0%B8"
"ja",-102.0,"%E3%83%94%E3%82%AB%E3%83%AB%E3%81%AE%E5%AE%9A%E7%90%86"
"ja",-101.0,"%E3%83%87%E3%82%A4%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%86%E3%83%AC%E3%82%B0%E3%83%A9%E3%83%95"
"ja",-100.0,"%E3%82%B0%E3%83%AB%E3%83%A1%E3%83%81%E3%82%AD%E3%83%B3%E3%83%AC%E3%83%BC%E3%82%B9%E3%83%BB%E3%82%B4%E3%83%81%E3%81%AB%E3%81%AA%E3%82%8A%E3%81%BE%E3%81%99!"
